^PLATFORM = GPL14
!Platform_title = ce_rosetta
!Platform_geo_accession = GPL14
!Platform_status = Public on Jul 24 2001
!Platform_submission_date = Jul 24 2001
!Platform_last_update_date = May 26 2005
!Platform_technology = spotted DNA/cDNA
!Platform_distribution = non-commercial
!Platform_organism = Caenorhabditis elegans
!Platform_taxid = 6239
!Platform_description = A microarray with 13323 spot features.
!Platform_description = Tip Configuration: Standard 1-tip
!Platform_description = Columns per Sector: 1
!Platform_description = Rows per Sector: 1
!Platform_description = Column Spacing: 1.1
!Platform_description = Row Spacing: 1.1
!Platform_contact_name = ,,Stanford Microarray Database
!Platform_contact_email = array@genome.stanford.edu
!Platform_contact_phone = 650-498-6012
!Platform_contact_department = Stanford University, School of Medicine
!Platform_contact_institute = Stanford Microarray Database (SMD)
!Platform_contact_address = 300 Pasteur Drive
!Platform_contact_city = Stanford
!Platform_contact_state = CA
!Platform_contact_zip/postal_code = 94305
!Platform_contact_country = USA
!Platform_contact_web_link = http://genome-www5.stanford.edu/
!Platform_sample_id = GSM436
!Platform_sample_id = GSM437
!Platform_sample_id = GSM438
!Platform_sample_id = GSM439
!Platform_sample_id = GSM440
!Platform_sample_id = GSM441
!Platform_sample_id = GSM442
!Platform_sample_id = GSM443
!Platform_sample_id = GSM444
!Platform_sample_id = GSM445
!Platform_sample_id = GSM446
!Platform_sample_id = GSM447
!Platform_sample_id = GSM448
!Platform_sample_id = GSM449
!Platform_sample_id = GSM450
!Platform_sample_id = GSM451
!Platform_sample_id = GSM452
!Platform_sample_id = GSM453
!Platform_sample_id = GSM454
!Platform_sample_id = GSM455
!Platform_sample_id = GSM456
!Platform_sample_id = GSM457
!Platform_sample_id = GSM458
!Platform_sample_id = GSM459
!Platform_sample_id = GSM460
!Platform_sample_id = GSM461
!Platform_sample_id = GSM462
!Platform_sample_id = GSM463
!Platform_sample_id = GSM464
!Platform_sample_id = GSM465
!Platform_sample_id = GSM466
!Platform_sample_id = GSM467
!Platform_sample_id = GSM468
!Platform_sample_id = GSM469
!Platform_sample_id = GSM211535
!Platform_sample_id = GSM211537
!Platform_sample_id = GSM211538
!Platform_series_id = GSE5
!Platform_series_id = GSE8520
!Platform_data_row_count = 13323
#ID = 
#ORF = name of spot
#Description = description of spot
#Chromosome = chromosome
#Position = position
#Gene name = gene name
#SECTOR = spot sector grid coordinate
#SECTORROW = spot row grid coordinate
#SECTORCOL = spot column grid coordinate
#PLATE = clone plate identifier
#PROW = clone plate row
#PCOL = clone plate column
#FAILED = 
#IS_CONTAMINATED = 
!platform_table_begin
ID	ORF	Description	Chromosome	Position	Gene name	SECTOR	SECTORROW	SECTORCOL	PLATE	PROW	PCOL	FAILED	IS_CONTAMINATED
10064	C04G2.8	Protein with moderate similarity to C. elegans C10G11.9 gene product	4	9701900	C04G2.8	1	1	1	27	D	8	0	U
10065	C04G6.5	"Small protein of unknown function, has strong similarity to C. elegans F47B7.1"	2	5075063	C04G6.5	1	1	1	27	D	9	0	U
10066	C04G6.6	Protein of unknown function	2	5088681	C04G6.6	1	1	1	27	D	10	0	U
10067	C04H5.1	"Protein of unknown function, has weak similarity to S. cerevisiae Ynr046p"	2	14311386	C04H5.1	1	1	1	27	D	11	0	U
10068	C05B5.1	Protein of unknown function	3	9428031	C05B5.1	1	1	1	27	D	12	0	U
10069	C05C10.5	Protein of unknown function	2	9930690	C05C10.5	1	1	1	27	D	13	0	U
10070	C05C12.4	Protein of unknown function	4	10839795	C05C12.4	1	1	1	27	D	14	0	U
10071	C05C12.5	Protein of unknown function	4	10853646	C05C12.5	1	1	1	27	D	15	0	U
10072	C05C12.6	Protein with weak similarity to C. elegans C39D10.6 gene product	4	10825477	C05C12.6	1	1	1	27	D	16	0	U
10073	C05C9.2	Protein of unknown function	X	10910364	C05C9.2	1	1	1	27	D	17	1	U
10074	C05D11.10	Protein of unknown function	3	5889586	C05D11.10	1	1	1	27	D	18	0	U
10075	C05D9.4	Protein of unknown function	X	832966	C05D9.4	1	1	1	27	D	19	0	U
10076	C05D9.8	Putative ortholog of C. elegans F40F4.6 gene product	X	858006	C05D9.8	1	1	1	27	D	20	0	U
10077	C05E11.2	Protein of unknown function	X	4340847	C05E11.2	1	1	1	27	D	21	0	U
10078	C05E11.6	Protein of unknown function	X	4316127	C05E11.6	1	1	1	27	D	22	0	U
10079	C05E4.7	Protein of unknown function	5	790549	C05E4.7	1	1	1	27	D	23	0	U
10080	C05E7.3	Protein of unknown function	X	12691225	C05E7.3	1	1	1	27	D	24	0	U
10081	C06A5.2	Protein of unknown function	1	5337220	C06A5.2	1	1	1	27	E	1	0	U
10082	C06A5.4	"Protein of unknown function, has strong similarity to C. elegans F14D2.9"	1	5311644	C06A5.4	1	1	1	27	E	2	0	U
10083	C06A8.3	"Protein of unknown function, has strong similarity to C. elegans ZK970.7"	2	7780400	C06A8.3	1	1	1	27	E	3	0	U
10084	C06A8.4	"Protein with similarity to D. melanogaster skpA, a protein containing an ATP/GTP-binding site motif A"	2	7773646	C06A8.4	1	1	1	27	E	4	0	U
10085	C06B3.6	"Protein of unknown function, has strong similarity to C. elegans F13A7.11"	5	13857493	C06B3.6	1	1	1	27	E	5	0	U
10086	C06C3.5	"Protein of unknown function, has weak similarity to C. elegans C06C3.8"	2	9371554	C06C3.5	1	1	1	27	E	6	0	U
10087	C06C3.7	"Protein of unknown function, has weak similarity to S. cerevisiae Ynl136p"	2	9377012	C06C3.7	1	1	1	27	E	7	0	U
10088	C06E1.1	"Small protein of unknown function, has similarity to S. cerevisiae Yip2p, has weak similarity to human polyposis locus protein, TB2"	3	8046094	C06E1.1	1	1	1	27	E	8	0	U
10089	C06E2.2	Protein of unknown function	X	8618845	C06E2.2	1	1	1	27	E	9	0	U
10090	C06E4.2	Protein of unknown function	4	6932933	C06E4.2	1	1	1	27	E	10	0	U
10091	C06E4.4	Protein with strong similarity to C. elegans C06E4.3	4	6909294	C06E4.4	1	1	1	27	E	11	0	U
10092	C06E4.7	Protein of unknown function	4	6912878	C06E4.7	1	1	1	27	E	12	0	U
10093	C06E8.1	Protein of unknown function	3	6467193	C06E8.1	1	1	1	27	E	13	0	U
10094	C06E8.2	Protein of unknown function	3	6459938	C06E8.2	1	1	1	27	E	14	0	U
10095	C06G1.2	"Protein of unknown function, has weak similarity to C. elegans F35C5.3"	X	16329741	C06G1.2	1	1	1	27	E	15	0	U
10096	C06G1.3	Protein of unknown function	X	16325237	C06G1.3	1	1	1	27	E	16	2	U
10097	C06G3.11	"Protein with strong similarity to S. cerevisiae Tim9p and Tim8p, involved in transport of proteins into the mitochondria"	4	6693071	C06G3.11	1	1	1	27	E	17	0	U
10098	C06G3.3	Protein of unknown function	4	6685265	C06G3.3	1	1	1	27	E	18	0	U
10099	C06G3.8	Protein of unknown function	4	6680782	C06G3.8	1	1	1	27	E	19	0	U
10100	C06G4.3	Protein of unknown function	3	7421443	C06G4.3	1	1	1	27	E	20	0	U
10101	C06G4.4	Protein of unknown function	3	7417527	C06G4.4	1	1	1	27	E	21	0	U
10102	C06H2.1	Protein with similarity to D. melanogaster mitochondrial ATP synthase D chain (ATPSYN-D)	5	11072174	C06H2.1	1	1	1	27	E	22	0	U
10103	C06H2.5	"Protein of unknown function, has weak similarity to C. elegans W01C9.5"	5	11088014	C06H2.5	1	1	1	27	E	23	0	U
10104	C07A12.2	Protein of unknown function	X	4298806	C07A12.2	1	1	1	27	E	24	0	U
10105	C07A9.2	Member of the G10 protein family	3	9135256	C07A9.2	1	1	1	27	F	1	0	U
10106	C07B5.2	Protein of unknown function	X	9270014	C07B5.2	1	1	1	27	F	2	0	U
10107	C07B5.3	"Protein of unknown function, has weak similarity to C. elegans F17C11.2"	X	9276152	C07B5.3	1	1	1	27	F	3	0	U
10108	C07D8.2	"Protein of unknown function, has strong similarity to C. elegans K09E3.1"	X	7101528	C07D8.2	1	1	1	27	F	4	0	U
10109	C07D8.4	Protein of unknown function	X	7084675	C07D8.4	1	1	1	27	F	5	2	U
10110	C07D8.5	"Protein with strong similarity to the N-terminal 80 amino acids of aldehyde reductases, has similarity to C. elegans members of the aldo/keto reductase protein family"	X	7083253	C07D8.5	1	1	1	27	F	6	0	U
10111	C07E3.9	Protein with moderate similarity to human phospholipase A2 proteins	2	10342223	C07E3.9	1	1	1	27	F	7	0	U
10112	C07G1.6	Protein of unknown function	4	7824245	C07G1.6	1	1	1	27	F	8	0	U
10113	C07G1.7	"Protein of unknown function, has weak similarity to C. elegans M199.2"	4	7825973	C07G1.7	1	1	1	27	F	9	0	U
10114	C07G3.2	"Protein of unknown function, has strong similarity to C. elegans T24A6.7"	5	3490855	C07G3.2	1	1	1	27	F	10	0	U
10115	C07H4.1	Protein of unknown function	2	9082666	C07H4.1	1	1	1	27	F	11	0	U
10116	C08E3.1	Member of an uncharacterized protein family	2	1613876	C08E3.1	1	1	1	27	F	12	0	U
10117	C08E3.13	Member of an uncharacterized protein family	2	1612098	C08E3.13	1	1	1	27	F	13	1	U
10118	C08E3.4	"Protein of unknown function, has strong similarity to C. elegans C08E3.6"	2	1586666	C08E3.4	1	1	1	27	F	14	0	U
10119	C08E8.2	"Small protein with similarity over C-terminal half to a region of D. melanogaster hemomucin, a novel cell surface mucin"	5	18183892	C08E8.2	1	1	1	27	F	15	0	U
10120	C08E8.4	"Protein of unknown function, has weak similarity to C. elegans C07G3.2"	5	18200700	C08E8.4	1	1	1	27	F	16	0	U
10121	C08F11.11	"Protein of unknown function, has weak similarity to C. elegans Y45F10C.2"	4	13355711	C08F11.11	1	1	1	27	F	17	0	U
10122	C08F11.12	"Protein of unknown function, has strong similarity to C. elegans Y45F10C.2"	4	13359930	C08F11.12	1	1	1	27	F	18	0	U
10123	C08F11.3	"Protein of unknown function, has moderate similarity to C. elegans F56G4.1"	4	13329167	C08F11.3	1	1	1	27	F	19	0	U
10124	C08F11.7	"Protein of unknown function, contains a region of similarity to C. elegans caspase (CSP-1)"	4	13346585	C08F11.7	1	1	1	27	F	20	2	U
10125	C08F8.1	"Protein with weak similarity to the human chaperone protein PFDN1 (prefoldin), a protein that delivers unfolded proteins to cytosolic chaperonin"	4	10743304	C08F8.1	1	1	1	27	F	21	0	U
10126	C08F8.7	Ras-related GTP-binding protein of the ras superfamily	4	10770475	C08F8.7/(rrp-1)	1	1	1	27	F	22	0	U
10127	C08G5.5	Protein of unknown function	2	743826	C08G5.5	1	1	1	27	F	23	0	U
10128	C09B9.5	Protein of unknown function	4	4971604	C09B9.5	1	1	1	27	F	24	0	U
10129	C09B9.6	Member of the major sperm-specific protein (MSP) family	4	4974533	C09B9.6	1	1	1	27	G	1	0	U
10130	C09D1.2	"Protein containing putative C-lectin domains, has weak similarity to C-lectin domain-containing proteins of human and C. elegans"	1	3428979	C09D1.2	1	1	1	27	G	2	0	U
10131	C09D4.6	Protein of unknown function	1	4809179	C09D4.6	1	1	1	27	G	3	0	U
10132	C09F12.1	"Protein of unknown function, has moderate similarity to C. elegans T05A10.2"	X	10801739	C09F12.1	1	1	1	27	G	4	0	U
10133	C09F9.1	"Protein of unknown function, has strong similarity to C. elegans F38A5.8"	2	14475912	C09F9.1	1	1	1	27	G	5	0	U
10134	C09G12.5	"Protein of unknown function, has strong similarity to C. elegans K03D3.5"	4	3455144	C09G12.5	1	1	1	27	G	6	0	U
10135	C09G4.3	Member of the cyclin-dependent kinase regulatory subunit protein family	4	8128970	cks-1/dom-6/C09G4.3	1	1	1	27	G	7	0	U
10136	C09G9.7	"One member of a four protein Pax-like gene family, the Npax family, in C. elegans; the protein contains only the N-terminal PAI subdomain of the Paired domain"	4	8470112	C09G9.7	1	1	1	27	G	8	0	U
10137	C09H10.2	Member of the ribosomal protein L42 protein family	2	11088081	C09H10.2	1	1	1	27	G	9	0	U
10138	C09H5.1	Protein of unknown function	5	8048060	C09H5.1	1	1	1	27	G	10	0	U
10139	C10A4.2	Protein of unknown function	X	7151702	C10A4.2	1	1	1	27	G	11	0	U
10140	C10B5.2	"Protein of unknown function, has strong similarity to C. elegans H20H17.1"	5	8544265		1	1	1	27	G	12	2	U
10141	C10B5.3	Protein of unknown function	5	8548841	C10B5.3	1	1	1	27	G	13	0	U
10142	C10G11.1	"Protein of unknown function, putative paralog of C. elegans C10G11.10"	1	5638181	C10G11.1	1	1	1	27	G	14	0	U
10143	C10G11.9	Protein with strong similarity to C. elegans T27A3.4 gene product	1	5605357	C10G11.9	1	1	1	27	G	15	0	U
10144	C10G8.2	Member of an uncharacterized protein family	5	5254906	C10G8.2	1	1	1	27	G	16	0	U
10145	C10G8.3	"Putative member of the BPTI/Kunitz family of serine protease inhibitors, contains a Kunitz/Bovine pancreatic trypsin inhibitor domain, has weak similarity to human tissue factor pathway inhibitor TFPI2"	5	5253392	C10G8.3	1	1	1	27	G	17	0	U
10146	C10G8.4	"Small protein with similarity to a region of human mucin 5 and a region of human von Willebrand factor (VWF), has similarity to members of an uncharacterized C. elegans protein family"	5	5252437	C10G8.4	1	1	1	27	G	18	0	U
10147	C10H11.7	Protein with weak similarity to C. elegans ZK354.7 gene product	1	4042718	C10H11.7	1	1	1	27	G	19	0	U
10148	C11E4.2	Member of the glutathione peroxidase protein family	X	9341465	C11E4.2	1	1	1	27	G	20	0	U
10149	C11E4.5	"Protein of unknown function, has moderate similarity to C. elegans Y16E11A_119.A"	X	9361162	C11E4.5/Y46B2A.C	1	1	1	27	G	21	0	U
10150	C11G10.2	Protein of unknown function	X	14879217	C11G10.2	1	1	1	27	G	22	0	U
10151	C11G6.2	"Protein with similarity to a region of PIF1-like helicases, including S. cerevisiae Rtt104p and Pif1p and C. elegans CEPIF"	X	16037058	C11G6.2	1	1	1	27	G	23	0	U
10152	C12D12.4	Protein of unknown function	X	3236304	C12D12.4	1	1	1	27	G	24	0	U
10153	C12D5.3	Member of an uncharacterized protein family	5	7661431	C12D5.3	1	1	1	27	H	1	0	U
10154	C12D5.4	"Protein of unknown function, has moderate similarity to C. elegans C12D5.5"	5	7657176	C12D5.4	1	1	1	27	H	2	0	U
10155	C12D5.5	Member of an uncharacterized protein family	5	7653380	C12D5.5	1	1	1	27	H	3	0	U
10156	C12D5.6	Protein of unknown function	5	7657626	C12D5.6	1	1	1	27	H	4	0	U
10157	C12D8.4	Member of an uncharacterized protein family	5	10175936	C12D8.4	1	1	1	27	H	5	0	U
10158	C13A10.2	Protein of unknown function	2	1351798	C13A10.2	1	1	1	27	H	6	0	U
10159	C13A2.11	"Protein of unknown function, has strong similarity to C. elegans C13A2.5"	5	7265963	C13A2.11	1	1	1	27	H	7	0	U
10160	C13B9.1	"Protein of unknown function, has strong similarity to C. elegans F23A7.5"	3	6089371		1	1	1	27	H	8	0	U
10161	C13C12.1	Calmodulin	5	12464178	cal-1/C13C12.1	1	1	1	27	H	9	0	U
10162	C13F10.1	Protein of unknown function	5	7209166	C13F10.1	1	1	1	27	H	10	0	U
10163	C13F10.7	Protein with moderate similarity to C. elegans F49H12.5 gene product	5	7207424	C13F10.7	1	1	1	27	H	11	0	U
10164	C13G3.1	Protein of unknown function	5	10960965	C13G3.1	1	1	1	27	H	12	0	U
10165	C14A11.1	"Putative transmembrane protein, has similarity to C. elegans F53B2.2 and Y45F10B.1"	X	2571275	C14A11.1	1	1	1	27	H	13	0	U
10166	C14A4.6	"Protein of unknown function, has weak similarity to C. elegans C14A4.7"	2	10585113	C14A4.6	1	1	1	27	H	14	0	U
10167	C14A4.8	Protein of unknown function	2	10588636	C14A4.8	1	1	1	27	H	15	0	U
10168	C14A6.7	Protein of unknown function	5	17996497	C14A6.7	1	1	1	27	H	16	0	U
10169	C14B1.2	Protein of unknown function	3	3139555	C14B1.2	1	1	1	27	H	17	0	U
10170	C14B1.8	Protein of unknown function	3	3155962	C14B1.8	1	1	1	27	H	18	0	U
10171	C14B4.1	"Protein of unknown function, has strong similarity to C. elegans Y116F11.N"	5	18969837	C14B4.1	1	1	1	27	H	19	0	U
10172	C14B9.7	Member of the ribosomal protein L21 protein family	3	7569863	C14B9.7	1	1	1	27	H	20	0	U
10173	C14C6.12	Member of an uncharacterized protein family	5	619436	C14C6.12	1	1	1	27	H	21	0	U
10174	C14C6.2	Member of an uncharacterized protein family	5	612065	C14C6.2	1	1	1	27	H	22	0	U
10175	C14C6.5	Member of an uncharacterized protein family	5	585512	C14C6.5	1	1	1	27	H	23	0	U
10176	C14E2.1	Protein of unknown function	X	1608727	C14E2.1	1	1	1	27	H	24	0	U
10177	C14E2.3	Protein of unknown function	X	1592947	C14E2.3	1	1	1	27	I	1	0	U
10178	C14E2.6	"Protein of unknown function, has strong similarity to C. elegans H41C03.2"	X	1609999	C14E2.6	1	1	1	27	I	2	0	U
10179	C14F11.6	Protein of unknown function	X	5990143	C14F11.6	1	1	1	27	I	3	0	U
10180	C15A11.2	"Protein of unknown function, has weak similarity to C. elegans Y67A6A.1"	1	6720812	C15A11.2	1	1	1	27	I	4	0	U
10181	C15A7.3	Protein of unknown function	X	11826787	C15A7.3	1	1	1	27	I	5	0	U
10182	C15B12.3	Protein of unknown function	X	6210971	C15B12.3	1	1	1	27	I	6	0	U
10183	C15C7.3	Protein of unknown function	X	2900421	C15C7.3	1	1	1	27	I	7	0	U
10184	C15C7.4	Protein of unknown function	X	2896572	C15C7.4	1	1	1	27	I	8	0	U
10185	C15H9.10	Protein of unknown function	X	5862916	C15H9.10	1	1	1	27	I	9	0	U
10186	C15H9.8	"Protein of unknown function, has moderate similarity to a region of H. sapiens PEX3 gene product, peroxisomal biogenesis factor 3"	X	5864146	C15H9.8	1	1	1	27	I	10	0	U
10187	C15H9.9	"Protein of unknown function, has weak similarity to C. elegans K11H12.7"	X	5879537	C15H9.9	1	1	1	27	I	11	0	U
10188	C16A11.7	Putative paralog of C. elegans F32B6.4 gene product	2	4236148	C16A11.7	1	1	1	27	I	12	0	U
10189	C16A3.2	Protein with similarity to dual specificity phosphatases	3	5848268	C16A3.2	1	1	1	27	I	13	0	U
10190	C16A3.9	Putative 40S ribosomal protein S13	3	5832567	C16A3.9	1	1	1	27	I	14	0	U
10191	C16B8.3	Protein of unknown function	X	3722911	C16B8.3	1	1	1	27	I	15	0	U
10192	C16C10.11	"Protein of unknown function, has weak similarity to S. cerevisiae Ymr002p"	3	3589277	C16C10.11	1	1	1	27	I	16	0	U
10193	C16C4.1	"Protein of unknown function, has weak similarity to C. elegans C46F9.4"	2	1874281	C16C4.1	1	1	1	27	I	17	0	U
10194	C16C4.16	Member of the BTB/POZ domain protein family	2	1854345	C16C4.16	1	1	1	27	I	18	0	U
10195	C16C4.3	Member of the BTB/POZ domain protein family	2	1856027	C16C4.3	1	1	1	27	I	19	0	U
10196	C16C4.8	Member of the BTB/POZ domain protein family	2	1857977	C16C4.8	1	1	1	27	I	20	0	U
10197	C16C4.9	Member of the BTB/POZ domain protein family	2	1859768	C16C4.9	1	1	1	27	I	21	0	U
10198	C16C8.10	"Protein of unknown function, has weak similarity to C. elegans Y49F6B_110.B"	2	3448517	C16C8.10	1	1	1	27	I	22	2	U
10199	C16C8.11	Protein with moderate similarity to C. elegans C16C8.4 gene product	2	3438227	C16C8.11	1	1	1	27	I	23	0	U
10200	C16C8.14	Member of a protein family	2	3434552	C16C8.14	1	1	1	27	I	24	0	U
10201	C16C8.4	Protein with moderate similarity to C. elegans C16C8.14 gene product	2	3427945	C16C8.4	1	1	1	27	J	1	0	U
10202	C16C8.7	Protein of unknown function	2	3443981	C16C8.7	1	1	1	27	J	2	0	U
10203	C16C8.8	"Protein of unknown function, has weak similarity to C. elegans C16C8.9"	2	3445515	C16C8.8	1	1	1	27	J	3	0	U
10204	C16C8.9	"Protein of unknown function, has weak similarity to C. elegans C16C8.8"	2	3446972	C16C8.9	1	1	1	27	J	4	0	U
10205	C16D2.1	Protein of unknown function	2	9123676	C16D2.1	1	1	1	27	J	5	0	U
10206	C16D6.1	Protein of unknown function	X	12270877	C16D6.1	1	1	1	27	J	6	0	U
10207	C16D6.3	Protein of unknown function	X	12272151	C16D6.3	1	1	1	27	J	7	0	U
10208	C16E9.5	Protein of unknown function	X	6693386	C16E9.5	1	1	1	27	J	8	0	U
10209	C16E9.6	Protein of unknown function	X	6697159	C16E9.6	1	1	1	27	J	9	0	U
10210	C16H3.2	"Protein with strong similarity to C. elegans W01A11.4, a member of the galactoside-binding lectin protein family"	X	17312364	lec-9/C16H3.2	1	1	1	27	J	10	0	U
10211	C16H3.4	Protein of unknown function	X	17321404	C16H3.4	1	1	1	27	J	11	0	U
10212	C17B7.3	Member of an uncharacterized protein family	5	3314842	C17B7.3	1	1	1	27	J	12	0	U
10213	C17C3.4	Insulin-related protein of the type-gamma subfamily	2	5545991	ceinsulin-3/C17C3.4	1	1	1	27	J	13	2	U
10214	C17C3.5	"Protein of unknown function, has similarity to members of an unnamed protein family including C. elegans Y113G7B.D"	2	5541165	C17C3.5	1	1	1	27	J	14	0	U
10215	C17C3.6	"Protein of unknown function, has similarity to members of an unnamed protein family including C. elegans M162.8"	2	5539276	C17C3.6	1	1	1	27	J	15	0	U
10216	C17C3.8	Member of an uncharacterized protein family	2	5522209	C17C3.8	1	1	1	27	J	16	0	U
10217	C17C3.9	Protein of unknown function	2	5520628	C17C3.9	1	1	1	27	J	17	0	U
10218	C17D12.4	Protein of unknown function	1	10849760	C17D12.4	1	1	1	27	J	18	0	U
10219	C17E4.4	Protein of unknown function	1	8751225	C17E4.4	1	1	1	27	J	19	0	U
10220	C17E4.5	"Putative RNA-binding protein, has strong similarity to human poly(A)-binding protein-2 PABP2 and D. melanogaster polyA-binding protein ROX2"	1	8752983	C17E4.5	1	1	1	27	J	20	0	U
10221	C17E4.7	Protein of unknown function	1	8757994	C17E4.7	1	1	1	27	J	21	0	U
10222	C17F3.2	Protein of unknown function	1	6002434	C17F3.2	1	1	1	27	J	22	0	U
10223	C17F3.3	"Protein of unknown function, has similarity to C. elegans ZK354.3"	1	6014967	C17F3.3	1	1	1	27	J	23	0	U
10224	C17F4.2	"Protein of unknown function, has weak similarity to C. elegans R11G1.2"	2	3233054	C17F4.2	1	1	1	27	J	24	0	U
10225	C17G10.7	Protein of unknown function	2	5596024	C17G10.7	1	1	1	27	K	1	1	U
10226	C17H1.2	Protein of unknown function	1	12291852	C17H1.2	1	1	1	27	K	2	0	U
10227	C17H11.4	"Protein with strong similarity to D. melanogaster ARI, a C3HC4 type (RING finger) protein, and a human putative RING finger protein (Hs.181461)"	X	7920228	C17H11.4	1	1	1	27	K	3	0	U
10228	C17H11.5	Protein of unknown function	X	7922301	C17H11.5	1	1	1	27	K	4	1	U
10229	C18A11.1	"Protein of unknown function, has weak similarity to C. elegans T24C4.3"	X	7808856	C18A11.1	1	1	1	27	K	5	0	U
10230	C18A11.2	Protein of unknown function	X	7806887	C18A11.2	1	1	1	27	K	6	0	U
10231	C18A3.7	"Protein of unknown function, has weak similarity to C. elegans ZC581.6"	2	5718875	C18A3.7	1	1	1	27	K	7	0	U
10232	C18B10.3	"Protein with similarity to G-protein coupled receptors of an unnamed subfamily, no homolog found in human or D. melanogaster, may have fewer than 7 transmembrane domains"	5	7474221	C18B10.3	1	1	1	27	K	8	0	U
10233	C18B12.1	Protein of unknown function	X	14749896	C18B12.1	1	1	1	27	K	9	0	U
10234	C18D11.3	Protein of unknown function	3	11140715	C18D11.3	1	1	1	27	K	10	0	U
10235	C18D4.3	"Protein of unknown function, has moderate similarity to C. elegans F28B1.6"	5	17456527	C18D4.3	1	1	1	27	K	11	0	U
10236	C18E3.4	Protein of unknown function	1	3559597	C18E3.4	1	1	1	27	K	12	0	U
10237	C18E9.4	Protein of unknown function	2	8955805	C18E9.4	1	1	1	27	K	13	0	U
10238	C18E9.9	Protein of unknown function	2	8979968	C18E9.9	1	1	1	27	K	14	0	U
10239	C18H7.7	Protein with strong similarity to C. elegans R102.4 gene product	4	552809	C18H7.7	1	1	1	27	K	15	0	U
10240	C18H7.9	"Protein of unknown function, has similarity to bacterial methyltransferases, has similarity to C. elegans C23H5.1"	4	560039	C18H7.9	1	1	1	27	K	16	0	U
10241	C18H9.1	Protein of unknown function	2	6689555	C18H9.1	1	1	1	27	K	17	0	U
10242	C18H9.6	"Protein of unknown function, has weak similarity to C. elegans T19D12.1"	2	6690748	C18H9.6	1	1	1	27	K	18	0	U
10243	C23G10.10	Protein of unknown function	3	5671549	C23G10.10	1	1	1	27	K	19	0	U
10244	C23G10.11	Protein of unknown function	3	5673725	C23G10.11	1	1	1	27	K	20	0	U
10245	C23G10.5	"Protein of unknown function, has weak similarity to C. elegans R11D1.2"	3	5649820	C23G10.5	1	1	1	27	K	21	1	U
10246	C23H4.4	"Protein contains a putative carboxylesterase domain, putative paralog of C. elegans C23H4.2 protein"	X	11975443	C23H4.4	1	1	1	27	K	22	0	U
10247	C23H5.3	Protein of unknown function	4	2074461	C23H5.3	1	1	1	27	K	23	0	U
10248	C24A1.4	"Protein contains a putative transposase domain, putative paralog of C. elegans Y39A3A.1 protein"	3	683212	C24A1.4	1	1	1	27	K	24	0	U
10249	C24A11.1	"Member of a protein family, has moderate similarity to C. elegans T10B11.4"	1	4723432	C24A11.1	1	1	1	27	L	1	0	U
10250	C24A3.2	"Protein of unknown function, has weak similarity to C. elegans B0464.3"	X	8736694	C24A3.2	1	1	1	27	L	2	0	U
10251	C24A3.5		X	8729974		1	1	1	27	L	3	0	U
10252	C24A3.8	"Protein of unknown function, has weak similarity to C. elegans F31A9.1"	X	8745777	C24A3.8	1	1	1	27	L	4	0	U
10253	C24A8.5	Protein of unknown function	X	4082331	C24A8.5	1	1	1	27	L	5	0	U
10254	C24B5.4	Protein of unknown function	5	9148849	C24B5.4	1	1	1	27	L	6	0	U
10255	C24B9.9	"Protein of unknown function, has moderate similarity to C. elegans T04C12.1"	5	2702738	C24B9.9	1	1	1	27	L	7	0	U
10256	C24D10.2	"Protein of unknown function, has moderate similarity to C. elegans F11G11.4"	4	5082660	C24D10.2	1	1	1	27	L	8	0	U
10257	C24D10.6	Protein of unknown function	4	5078448	C24D10.6	1	1	1	27	L	9	0	U
10258	C24D10.7	Protein with strong similarity to C. elegans Y23H5B.A gene product	4	5081744	C24D10.7	1	1	1	27	L	10	0	U
10259	C24G6.1	Protein of unknown function	5	5480054	C24G6.1	1	1	1	27	L	11	0	U
10260	C24G7.3	Protein with strong similarity to C. elegans H14A12.1 has similarity to mariner transposase	1	3455747	C24G7.3	1	1	1	27	L	12	0	U
10261	C24H10.4	Protein of unknown function	X	4812310	C24H10.4	1	1	1	27	L	13	0	U
10262	C24H11.5	Protein of unknown function	3	11097158	C24H11.5	1	1	1	27	L	14	0	U
10263	C24H12.7	"Protein of unknown function, has strong similarity to C. elegans C24H12.11"	2	407830	C24H12.7	1	1	1	27	L	15	0	U
10264	C24H12.8	"Protein of unknown function, has strong similarity to C. elegans T27A1.3"	2	410093	C24H12.8	1	1	1	27	L	16	0	U
10265	C25A1.1	Protein of unknown function	1	9494122	C25A1.1	1	1	1	27	L	17	0	U
10266	C25A8.1	"Protein with similarity to members of the major sperm-specific protein (MSP) family, small protein (37 amino acids) with near identity to the N-terminal region of MSP proteins"	4	6660271	C25A8.1	1	1	1	27	L	18	0	U
10267	C25A8.2	"Protein of unknown function, has strong similarity to C. elegans R02D5.7"	4	6659175	C25A8.2	1	1	1	27	L	19	0	U
10268	C25D7.1	Putative paralog of C. elegans C01G10.14 gene product	5	14960484	C25D7.1	1	1	1	27	L	20	0	U
10269	C25D7.9	Protein of unknown function	5	14989318	C25D7.9	1	1	1	27	L	21	0	U
10270	C25E10.10	"Protein of unknown function, has similarity in the C-terminus to C. elegans C25E10.9"	5	9008376	C25E10.10	1	1	1	27	L	22	0	U
