^PLATFORM = GPL12
!Platform_title = Stanford Zea mays
!Platform_geo_accession = GPL12
!Platform_status = Public on Oct 09 2001
!Platform_submission_date = Jun 11 2001
!Platform_last_update_date = May 26 2005
!Platform_technology = spotted DNA/cDNA
!Platform_distribution = non-commercial
!Platform_organism = Zea mays
!Platform_taxid = 4577
!Platform_description = A maize array fabricated with 5,376 unique expressed sequence tag (EST) clones sequenced from 4-day-old roots, immature ears and adult organ cDNA libraries.
!Platform_description = mRNA source: Zea mays strain with genetic background K55 (75%), W23 (20%), Robertson's Mutator (5%).
!Platform_web_link = http://zmdb.iastate.edu/
!Platform_pubmed_id = 12225584
!Platform_contributor = Yangrae,,Cho
!Platform_contributor = Virginia ,,Walbot
!Platform_contact_name = Yangrae,,Cho
!Platform_contact_email = yacho@sequence.stanford.edu
!Platform_contact_phone = 650-812-1976
!Platform_contact_fax = 650-812-1975
!Platform_contact_laboratory = V. Walbot
!Platform_contact_department = Biological Sciences
!Platform_contact_institute = Stanford University
!Platform_contact_address = 385 Serra Mall
!Platform_contact_city = Stanford University
!Platform_contact_state = CA
!Platform_contact_zip/postal_code = 94305-8221
!Platform_contact_country = USA
!Platform_sample_id = GSM57
!Platform_sample_id = GSM58
!Platform_sample_id = GSM59
!Platform_sample_id = GSM60
!Platform_sample_id = GSM61
!Platform_sample_id = GSM62
!Platform_sample_id = GSM63
!Platform_sample_id = GSM64
!Platform_sample_id = GSM65
!Platform_sample_id = GSM66
!Platform_sample_id = GSM67
!Platform_sample_id = GSM68
!Platform_sample_id = GSM69
!Platform_sample_id = GSM70
!Platform_sample_id = GSM71
!Platform_sample_id = GSM72
!Platform_sample_id = GSM73
!Platform_sample_id = GSM74
!Platform_sample_id = GSM75
!Platform_sample_id = GSM76
!Platform_sample_id = GSM77
!Platform_sample_id = GSM78
!Platform_sample_id = GSM79
!Platform_sample_id = GSM80
!Platform_series_id = GSE141
!Platform_data_row_count = 5760
#ID = 
#Homologs PID-1 = Top matching sequences to GenBank on March 1, 2001
#Homologs PID-2 = Top matching sequences to GenBank on March 1, 2001
#Homologs PID-3 = Top matching sequences to GenBank on March 1, 2001
#SPOT_ID = Spot identifier
!platform_table_begin
ID	Homologs PID-1	Homologs PID-2	Homologs PID-3	SPOT_ID
945011A06.Y1	Homolog PID: 4887616 homeobox gene [Oryza sativa]	Homolog PID: 4887618 homeobox gene [Oryza sativa]	Homolog PID: 11463943 CRKNOX3 [Ceratopteris richardii]	945011A06.Y1
945012G01.Y1				945012G01.Y1
945012E11.X1				945012E11.X1
945013B06.Y1				945013B06.Y1
945013F11.X1	Homolog PID: 3694807 alanine aminotransferase [Zea mays]	Homolog PID: 296204 alanine aminotransferase [Panicum miliaceum]	Homolog PID: 4730886 alanine aminotransferase [Oryza sativa]	945013F11.X1
945024D12.Y1				945024D12.Y1
945025D07.Y1				945025D07.Y1
945026C03.Y1				945026C03.Y1
945026F11.Y1				945026F11.Y1
945027B05.X2	Homolog PID: 9758439 peroxidase [Arabidopsis thaliana]	Homolog PID: 1402902 peroxidase [Arabidopsis thaliana]	Homolog PID: 1419386 peroxidase ATP10a [Arabidopsis thaliana]	945027B05.X2
945027D12.Y1	Homolog PID: 7649364 putative protein [Arabidopsis thaliana]			945027D12.Y1
945024F12.Y1				945024F12.Y1
945025H08.Y1				945025H08.Y1
945026D04.Y1	Homolog PID: 2292907 P-glycoprotein homologue [Hordeum vulgare]			945026D04.Y1
945026D12.Y1	Homolog PID: 3068712 calcium dependent protein kinase [Arabidopsis thaliana]	Homolog PID: 1314711 calcium-dependent protein kinase [Arabidopsis thaliana]		945026D12.Y1
945027G05.Y1	Homolog PID: 9828630 F1N21.10 [Arabidopsis thaliana]	Homolog PID: 7619802 putative glyoxalase I [Triticum aestivum]	Homolog PID: 1469219 protein similar to bacterial YRN... [Brassica oler	945027G05.Y1
945028D01.Y1	Homolog PID: 9758079 contains similarity to unknow [Arabidopsis thaliana]	Homolog PID: 2662099 KIAA0409 [Homo sapiens]		945028D01.Y1
945025C02.Y1				945025C02.Y1
945025G09.Y1				945025G09.Y1
945026H05.Y1				945026H05.Y1
945026G12.Y1	Homolog PID: 2826884 transcription factor IIA large s... [Arabidopsis thaliana]	Homolog PID: 1429226 TFIIA [Arabidopsis thaliana]	Homolog PID: 8778565 F22G5.18 	945026G12.Y1
945027F06.X2				945027F06.X2
945028D02.Y1	Homolog PID: 1877026 ribosomal protein S19 [Oryza sativa]	Homolog PID: 14164 S19                                  Petunia [x hybrida]	Homolog PID: 14200 ribosomal protein S19 [Petuni	945028D02.Y1
945025C03.Y1				945025C03.Y1
945025D11.X2				945025D11.X2
945026C06.X2				945026C06.X2
945027B01.X2	Homolog PID: 7270224 putative protein [Arabidopsis thaliana]	Homolog PID: 3063693 putative protein [Arabidopsis thaliana]		945027B01.X2
945027C07.X2				945027C07.X2
945028D03.Y1	Homolog PID: 602253 enolase [Zea mays]	Homolog PID: 780372 enolase [Oryza sativa]	Homolog PID: 22273 enolase [Zea mays]	945028D03.Y1
945038H12.X2	Homolog PID: 6850311 Contains similarity to a vacuola...	Homolog PID: 8671842 ESTs gb|AA586244 and gb|T21200 c...		945038H12.X2
945039H09.Y1	Homolog PID: 6539253 hypothetical protein 62385-63740	Homolog PID: 7262675 Contains strong similarity to a ...	Homolog PID: 4262182 44123 [Arabidopsis thaliana]	945039H09.Y1
945040G04.X1				945040G04.X1
945040F10.X1	Homolog PID: 6730645 F4N2.17 [Arabidopsis thaliana]	Homolog PID: 7705100 putative serine/threonine kinase...	Homolog PID: 2352084 serine/threonine kinase [Arabidopsis thaliana]	945040F10.X1
945041H05.Y1	Homolog PID: 596023 glucose-6 phosphate isomerase [Zea mays]	Homolog PID: 639684 phosphoglucose isomerase [Oryza sativa]	Homolog PID: 639686 phosphoglucose isomerase [Oryza sativa	945041H05.Y1
945041F12.Y1				945041F12.Y1
945039F01.X1	Homolog PID: 4587572 Similar to gb|U70015 lysosomal t...	Homolog PID: 3892055 putative transport protein [Arabidopsis thaliana]	Homolog PID: 7269751 putative protein [Arabidopsis thal	945039F01.X1
945039C10.Y1	Homolog PID: 6970282 unknown protein 24499-21911	Homolog PID: 9454530 Contains similarity to a PR00989... [Arabidopsis thaliana]		945039C10.Y1
945040A05.X1	Homolog PID: 10140758 putative ubiquitin protein [Oryza sativa]	Homolog PID: 4584342 putative ubiquitin-like protein [Arabidopsis thaliana]	Homolog PID: 4584343 putative ubiqui	945040A05.X1
945040B11.X1	Homolog PID: 537404 WSI76 protein induced by water s... [Oryza sativa]	Homolog PID: 4588376 galactinol synthase [Brassica napus]	Homolog PID: 2275196 putative galactinol	945040B11.X1
945041E07.x2				945041E07.x2
945042D08.x2	Homolog PID: 167100 seed imbibition protein [Hordeum vulgare]	Homolog PID: 6850938 putative imbibition protein [Cicer arietinum]	Homolog PID: 488787 putative imbibition protein [	945042D08.x2
945039C02.X1				945039C02.X1
945039D11.Y1	Homolog PID: 6721151 unknown protein [Arabidopsis thaliana]	Homolog PID: 3142300 Contains similarity to pre-mRNA ... [Arabidopsis thaliana]	Homolog PID: 9758554 gene_id:MRH10.5~pir	945039D11.Y1
945040G05.X1				945040G05.X1
945041A01.Y1	Homolog PID: 2618699 unknown protein [Arabidopsis thaliana]	Homolog PID: 11034624 hypothetical protein~similar to ...	Homolog PID: 11034626 contains EST D39466(S0813)~simil... [Ory	945041A01.Y1
945041C08.x2				945041C08.x2
945042E09.x2	Homolog PID: 168471 ferredoxin [Zea mays]	Homolog PID: 168469 ferredoxin [Zea mays]	Homolog PID: 871931 ferredoxin [Oryza sativa]	945042E09.x2
945039F03.X1				945039F03.X1
945039B12.X1				945039B12.X1
945040C06.X1				945040C06.X1
945041D02.Y1	Homolog PID: 725276 thioredoxin M [Zea mays]	Homolog PID: 4138592 thioredoxin M [Triticum aestivum]	Homolog PID: 4138290 thioredoxin M [Oryza sativa]	945041D02.Y1
945041H08.x2	Homolog PID: 4454457 unknown protein [Arabidopsis thaliana]	Homolog PID: 7259294 expression of this gene product ... [Mus musculus]	Homolog PID: 6841572 HSPC176 [Homo sapiens]	945041H08.x2
945042G10.x2	Homolog PID: 8979712 putative protein [Arabidopsis thaliana]	Homolog PID: 7332260 contains similarity to SW:YGY1_Y... [Caenorhabditis elegans]	Homolog PID: 4160579 hypothetical pr	945042G10.x2
614026C01.x1	Homolog PID: 1841468 Tyrosyl-tRNA synthetase [Nicotiana tabacum]	Homolog PID: 6560759 F3M18.22 [Arabidopsis thaliana]	Homolog PID: 1707012 putative tyrosyl-tRNA synthetase [Ar	614026C01.x1
614026E07.y1	Homolog PID: 3548815 putative calmodulin [Arabidopsis thaliana]			614026E07.y1
614026G12.y1	Homolog PID: 5929932 voltage-dependent anion channel ... [Zea mays]	Homolog PID: 558650 Voltage dependent anion channel [Triticum aestivum]	Homolog PID: 7339529 voltage-dep	614026G12.y1
614028E06.y1	Homolog PID: 10257489 emb|CAA10767.1~gene_id:T13C12.19...	Homolog PID: 4239696 hypothetical protein [Arabidopsis thaliana]		614028E06.y1
614028D12.y1				614028D12.y1
614030E03.x3	Homolog PID: 9972361 Similar to apoptosis related pro... [Arabidopsis thaliana]	Homolog PID: 5596626 TF-1 apoptosis related protein 19 [Mus musculus]		614030E03.x3
614026A02.y1	Homolog PID: 8777315 gene_id:MBM17.12~pir||T02538~str...	Homolog PID: 3236254 unknown protein [Arabidopsis thaliana]	Homolog PID: 7658346 unknown protein 23105-20540	614026A02.y1
614026H07.y1				614026H07.y1
614028B01.y1	Homolog PID: 7327821 putative protein [Arabidopsis thaliana]	Homolog PID: 3395440 hypothetical protein [Arabidopsis thaliana]	Homolog PID: 6598867 hypothetical protein 63994-6557	614028B01.y1
614028G07.x2				614028G07.x2
614028G12.y1	Homolog PID: 3763917 unknown protein [Arabidopsis thaliana]	Homolog PID: 9558598 Contains similarity to a prolyl ... [Arabidopsis thaliana]	Homolog PID: 10177121 prolyl 4-hydroxyla	614028G12.y1
614030C04.x3	Homolog PID: 11128375 clathrin heavy chain, putative [Arabidopsis thaliana]	Homolog PID: 1335862 clathrin heavy chain [Glycine max]	Homolog PID: 10645557 clathrin h	614030C04.x3
614026H02.y1	Homolog PID: 2384760 GDP dissociation inhibitor prote... [Oryza sativa]	Homolog PID: 2384758 GDP dissociation inhibitor prote... [Oryza sativa]	Homolog PID: 7019686 Rab	614026H02.y1
614026B09.y1				614026B09.y1
614028H01.y1	Homolog PID: 5453379 bacterial-induced peroxidase pre... [Gossypium hirsutum]	Homolog PID: 732970 pox1 [Triticum aestivum]	Homolog PID: 3411221 peroxidase PXC2 pr	614028H01.y1
614028E08.y1	Homolog PID: 3319886 PRT1 [Arabidopsis thaliana]	Homolog PID: 3319884 PRT1 [Arabidopsis thaliana]		614028E08.y1
614029D07.x1				614029D07.x1
614030A05.x3	Homolog PID: 1335966 acetyl CoA carboxylase [Zea mays]	Homolog PID: 1272685 acetyl CoA carboxylase [Zea mays]	Homolog PID: 854731 acetyl-coenzyme A carboxylase [Zea mays]	614030A05.x3
614026D03.y1	Homolog PID: 2735017 KI domain interacting kinase 1 [Zea mays]	Homolog PID: 4008010 receptor-like protein kinase [Arabidopsis thaliana]	Homolog PID: 6554204 T23J18.2 [Arabidopsi	614026D03.y1
614026E09.y1				614026E09.y1
614028H02.y1	Homolog PID: 6561960 putative protein [Arabidopsis thaliana]			614028H02.y1
614028G08.y1	Homolog PID: 4836912 60811 [Arabidopsis thaliana]			614028G08.y1
614029A08.x1				614029A08.x1
614030D05.y1				614030D05.y1
614048H11.x1	Homolog PID: 11340583 unnamed protein product [Zea mays]	Homolog PID: 1695698 C-type cyclin [Oryza sativa]	Homolog PID: 10177354 cyclin C-like protein [Arabidopsis thaliana]	614048H11.x1
614061A02.y1	Homolog PID: 6175164 putative tryptophanyl-tRNA synth... [Arabidopsis thaliana]	Homolog PID: 165011 eucaryotic release factor [Oryctolagus cuniculus]		614061A02.y1
614061F06.y1				614061F06.y1
614061E11.y1	Homolog PID: 6714454 putative 60S ribosomal protein  ... [Arabidopsis thaliana]	Homolog PID: 11908022 unknown protein [Arabidopsis thaliana]	Homolog PID: 11692938	614061E11.y1
614051B04.y1	Homolog PID: 7239508 EST gb|AI998820 comes from this ...	Homolog PID: 1001579 ABC1-like [Synechocystis sp]		614051B04.y1
614051F10.x2				614051F10.x2
614050G03.x3				614050G03.x3
614061E02.x1	Homolog PID: 6671958 hypothetical protein [Arabidopsis thaliana]	Homolog PID: 6522592 receptor protein kinase-like pro... [Arabidopsis thaliana]		614061E02.x1
614061C07.y1				614061C07.y1
614061H11.y1	Homolog PID: 11908090 unknown protein [Arabidopsis thaliana]	Homolog PID: 7270766 putative protein [Arabidopsis thaliana]	Homolog PID: 4490728 putative protein [Arabidopsis thalia	614061H11.y1
614051F04.y1				614051F04.y1
614051B11.y1				614051B11.y1
614050H05.x3				614050H05.x3
614061C03.x1	Homolog PID: 8777366 apospory-associated protein C [Arabidopsis thaliana]	Homolog PID: 549984 possible apospory-associated pro... [Pennisetum ciliare]	Homolog PID: 6850	614061C03.x1
614061E07.y1				614061E07.y1
614061E12.y1	Homolog PID: 7211981 ESTs gb|N65605, gb|N38087, gb|T2...	Homolog PID: 9758868 gene_id:K24G6.2~unknown protein [Arabidopsis thaliana]		614061E12.y1
614051D05.y1				614051D05.y1
614051A12.x2				614051A12.x2
614050C07.x3				614050C07.x3
614061F03.y1	Homolog PID: 1321661 ascorbate peroxidase [Oryza sativa]	Homolog PID: 3688398 ascorbate peroxidase [Hordeum vulgare]	Homolog PID: 468733 L-ascorbate peroxidase [Raphanus sativus]	614061F03.y1
614061A08.y1				614061A08.y1
614051A01.y1	Homolog PID: 9622874 cellulose synthase-1 [Zea mays]	Homolog PID: 9622876 cellulose synthase-2 [Zea mays]	Homolog PID: 9622878 cellulose synthase-3 [Zea mays]	614051A01.y1
614051F05.y1				614051F05.y1
614051G12.x2				614051G12.x2
614065D12.y1				614065D12.y1
614066F06.y1	Homolog PID: 7268881 putative protein [Arabidopsis thaliana]	Homolog PID: 5262775 putative protein [Arabidopsis thaliana]		614066F06.y1
614066B12.y1	Homolog PID: 7671457 putative protein [Arabidopsis thaliana]			614066B12.y1
614067G07.y1				614067G07.y1
614069D03.y1	Homolog PID: 4588002 hypothetical ankyrin-like protein [Arabidopsis thaliana]	Homolog PID: 4586045 unknown protein [Arabidopsis thaliana]	Homolog PID: 7572906 put	614069D03.y1
614069B09.x2	Homolog PID: 4185139 putative diacylglycerol kinase [Arabidopsis thaliana]	Homolog PID: 7269934 putative protein [Arabidopsis thaliana]	Homolog PID: 9759266 diacylgl	614069B09.x2
614066F01.y1	Homolog PID: 3241943 hypothetical protein [Arabidopsis thaliana]			614066F01.y1
614066B07.y1	Homolog PID: 7381225 root border cell-specific protein [Pisum sativum]	Homolog PID: 6006853 unknown protein [Arabidopsis thaliana]	Homolog PID: 9950618 hypothetical prot	614066B07.y1
614067D01.y1	Homolog PID: 9755809 putative protein [Arabidopsis thaliana]			614067D01.y1
614067B09.y1				614067B09.y1
614069F04.y1	Homolog PID: 8843865 DEAD-box protein abstrakt [Arabidopsis thaliana]	Homolog PID: 7270285 putative protein [Arabidopsis thaliana]	Homolog PID: 4490304 putative protein [	614069F04.y1
614069G09.y1	Homolog PID: 1370603 annexin p35 [Zea mays]	Homolog PID: 6272285 annexin p33 [Zea mays]	Homolog PID: 3493172 fiber annexin [Gossypium hirsutum]	614069G09.y1
614066B02.y1				614066B02.y1
614066H07.y1	Homolog PID: 6403506 putative aminotransferase [Arabidopsis thaliana]	Homolog PID: 3395432 putative beta-alanine-pyruvate a... [Arabidopsis thaliana]	Homolog PID: 5731261 	614066H07.y1
614067B02.y1				614067B02.y1
614067E09.y1	Homolog PID: 20601 aspartate aminotransferase [Panicum miliaceum]	Homolog PID: 20597 aspartate aminotransferase [Panicum miliaceum]	Homolog PID: 435459 aspartate aminotransfe	614067E09.y1
614069C05.y1	Homolog PID: 5669636 ethylene-responsive elongation f... [Lycopersicon esculentum]	Homolog PID: 7267811 putative translation elongation ... [Arabidopsis thaliana		614069C05.y1
614069C11.y1				614069C11.y1
614066A03.y1	Homolog PID: 2632252 serine/threonine kinase [Sorghum bicolor]	Homolog PID: 2632254 serine/threonine kinase [Sorghum bicolor]	Homolog PID: 3885328 putative protein kinase [Arabi	614066A03.y1
614066B08.y1	Homolog PID: 9758560 gene_id:MRH10.12~unknown protein [Arabidopsis thaliana]			614066B08.y1
614067A03.y1				614067A03.y1
614067C11.y1	Homolog PID: 5732072 contains similarity to glucan sy... [Arabidopsis thaliana]	Homolog PID: 7267256 contains similarity to glucan sy... [Arabidopsis thaliana]		614067C11.y1
614069F05.y1	Homolog PID: 6729019 hypothetical protein [Arabidopsis thaliana]	Homolog PID: 7959157 KIAA1449 protein [Homo sapiens]	Homolog PID: 7328137 hypothetical protein [Homo sapiens]	614069F05.y1
614069C12.x2	Homolog PID: 10798840 contains EST C91712(E31401)~simi... [Oryza sativa]	Homolog PID: 6723417 hypothetical protein [Arabidopsis thaliana]		614069C12.x2
614082H06.y1	Homolog PID: 6539563 Similar to ISP42-like protein [Oryza sativa]	Homolog PID: 5734784 Hypothetical protein [Arabidopsis thaliana]	Homolog PID: 2982293 ISP42-like protein [Pi	614082H06.y1
614083A05.x1				614083A05.x1
614083F09.x1				614083F09.x1
614084B07.x1				614084B07.x1
614085B04.y2				614085B04.y2
614085A10.y1	Homolog PID: 22470 ribosomal protein S11 [Zea mays]	Homolog PID: 6984142 40S ribosomal protein S11 [Euphorbia esula]	Homolog PID: 454848 ribosomal protein S11 [Glycine max]	614085A10.y1
614082F09.y1				614082F09.y1
614083E05.y1	Homolog PID: 6671950 putative 40S ribosomal protein S5 [Arabidopsis thaliana]	Homolog PID: 10998132 40S ribosomal protein S5-like [Arabidopsis thaliana]		614083E05.y1
614083H09.x1				614083H09.x1
614084F07.x1	Homolog PID: 1279563 nuM1 [Medicago sativa]			614084F07.x1
614085E04.x1				614085E04.x1
614085C10.x1				614085C10.x1
614082B10.y1				614082B10.y1
614083F06.x1				614083F06.x1
614083A11.x1	Homolog PID: 6630689 ESTs D39011(R0609), AU032023(R32... [Oryza sativa]	Homolog PID: 8809705 26S proteasome, non-ATPase regul... [Arabidopsis thaliana]	Homolog PID: 25059	614083A11.x1
614084F10.x1	Homolog PID: 9759473 gene_id:MDH9.6~similar to unknow... [Arabidopsis thaliana]			614084F10.x1
614085E05.y2				614085E05.y2
614085E10.y1	Homolog PID: 6469283 putative aminopropyltransferase [Oryza sativa]	Homolog PID: 9757993 spermidine synthase [Arabidopsis thaliana]	Homolog PID: 2821957 spermidine synthase	614085E10.y1
614082C11.y1	Homolog PID: 9758586 COP8 [Arabidopsis thaliana]	Homolog PID: 5802627 COP8 [Arabidopsis thaliana]	Homolog PID: 3309170 COP9 complex subunit 4 [Mus musculus]	614082C11.y1
614083A07.x1				614083A07.x1
614083D12.y2	Homolog PID: 168607 Rieske Fe-S protein [Zea mays]			614083D12.y2
614084A12.x1				614084A12.x1
614085G05.x1	Homolog PID: 6751712 unknown protein 45415-47304			614085G05.x1
614085C12.y2				614085C12.y2
614011H02.x1				614011H02.x1
614011E08.x1	Homolog PID: 9294029 vesicle transport v-SNARE [Arabidopsis thaliana]	Homolog PID: 6690274 v-SNARE AtVTI1a [Arabidopsis thaliana]	Homolog PID: 10177700 v-SNARE AtVTI1a [A	614011E08.x1
614011H12.x1				614011H12.x1
614012E11.x1	Homolog PID: 8809668 gene_id:MSD23.3~unknown protein [Arabidopsis thaliana]			614012E11.x1
614013G06.x1	Homolog PID: 1235929 cytochrome c [Helianthus annuus]	Homolog PID: 169786 cytochrome c [Oryza sativa]	Homolog PID: 218249 'cytochrome C' [Oryza sativa]	614013G06.x1
614013H12.x1				614013H12.x1
614011C04.y1				614011C04.y1
614011H08.y1				614011H08.y1
614012G01.x1	Homolog PID: 7406423 ABC transporter-like protein [Arabidopsis thaliana]	Homolog PID: 4427003 NBD-like protein [Arabidopsis thaliana]	Homolog PID: 9759512 NBD-like pro	614012G01.x1
614012G11.x1				614012G11.x1
614013D07.x1	Homolog PID: 8671494 alpha 2 subunit of 20S proteasome [Oryza sativa]	Homolog PID: 2570505 proteasome component [Oryza sativa]	Homolog PID: 4966368 Identical to gb|Y13176	614013D07.x1
614014C02.y1	Homolog PID: 6598535 molybdopterin synthase [Arabidopsis thaliana]	Homolog PID: 662871 Cnx2 [Arabidopsis thaliana]		614014C02.y1
614011G04.y1				614011G04.y1
614011D09.x1	Homolog PID: 6692687 F12K11.18 [Arabidopsis thaliana]	Homolog PID: 1220276 putative tricarboxylate transloc... [Schizosaccharomyces pomb]		614011D09.x1
614012C02.x1				614012C02.x1
614012G12.x1				614012G12.x1
614013F07.x1	Homolog PID: 2244975 hypothetical protein [Arabidopsis thaliana]	Homolog PID: 7268366 hypothetical protein [Arabidopsis thaliana]		614013F07.x1
614014F02.x1	Homolog PID: 19349 shikimate kinase precursor [Lycopersicon esculentum]	Homolog PID: 4417286 putative shikimate kinase precur... [Arabidopsis thaliana]	Homolog PID: 72709	614014F02.x1
614011A05.x1	Homolog PID: 5932420 LIM domain protein WLIM2 [Nicotiana tabacum]	Homolog PID: 1841464 LIM-domain SF3 protein [Nicotiana tabacum]	Homolog PID: 7263565 transcription factor L2	614011A05.x1
614011G09.y1	Homolog PID: 9711833 contains EST C97546(C60355)~unkn... [Oryza sativa]	Homolog PID: 9558506 EST C97546(C60355) corresponds t... [Oryza sativa]	Homolog PID: 11386306 hy	614011G09.y1
614012D03.x1				614012D03.x1
614013D03.x1				614013D03.x1
614013D08.x1	Homolog PID: 9755445 Putative  ABC transporter [Arabidopsis thaliana]	Homolog PID: 11128392 ABC transporter, putative [Arabidopsis thaliana]	Homolog PID: 4581139 putative	614013D08.x1
614014H03.x1				614014H03.x1
606011G06.x1	Homolog PID: 8843801 contains similarity to RNA bindi... [Arabidopsis thaliana]	Homolog PID: 6522597 RNA binding-like protein [Arabidopsis thaliana]		606011G06.x1
606012G03.x1				606012G03.x1
606012C11.x1	Homolog PID: 218228 ras-related GTP binding protein [Oryza sativa]	Homolog PID: 7268674 ras-like GTP-binding protein [Arabidopsis thaliana]	Homolog PID: 4539399 ras-like GTP	606012C11.x1
606013E07.x2	Homolog PID: 4454799 translation initiation factor 4A2 [Zea mays]	Homolog PID: 2341061 translational initiation factor ... [Zea mays]	Homolog PID: 485943 NeIF-4A14 [Nicotiana	606013E07.x2
606014H03.x1	Homolog PID: 9757666 ESTs AU075439(E60711),AU031065(E... [Oryza sativa]	Homolog PID: 4371290 unknown protein [Arabidopsis thaliana]		606014H03.x1
606014H10.x1				606014H10.x1
606011B07.x1				606011B07.x1
606012D04.x1				606012D04.x1
606012D12.x1	Homolog PID: 5360221 nuclear transport factor 2 [Oryza sativa]	Homolog PID: 11024877 nuclear transport factor 2, puta... [Arabidopsis thaliana]	Homolog PID: 9802547 F17L21.10 [A	606012D12.x1
606013G08.x2	Homolog PID: 6587863 unknown protein 39760-41105	Homolog PID: 8778973 Contains strong similarity to an...	Homolog PID: 7271041 putative protein [Arabidopsis thaliana]	606013G08.x2
606014A05.x1				606014A05.x1
606014C11.x1	Homolog PID: 4678363 putative protein [Arabidopsis thaliana]	Homolog PID: 9755644 putative protein [Arabidopsis thaliana]	Homolog PID: 6957712 unknown protein [Arabidopsis thalian	606014C11.x1
606011E07.x1				606011E07.x1
606012G04.x1				606012G04.x1
606012H12.x1				606012H12.x1
606013C10.x2	Homolog PID: 7268546 putative protein [Arabidopsis thaliana]	Homolog PID: 2894603 putative protein [Arabidopsis thaliana]	Homolog PID: 5902369 Unknown protein [Arabidopsis thalian	606013C10.x2
606014E06.x1				606014E06.x1
606014B12.x1	Homolog PID: 7269060 putative protein [Arabidopsis thaliana]	Homolog PID: 5804817 putative protein [Arabidopsis thaliana]	Homolog PID: 3377843 contains similarity to rat p47 p... 	606014B12.x1
606011B08.x1	Homolog PID: 10120434 Unknown protein [Arabidopsis thaliana]	Homolog PID: 9229335 contains similarity to putative ... [Arabidopsis thaliana]		606011B08.x1
606012A06.x1	Homolog PID: 575960 1-acyl-glycerol-3-phosphate acyl... [Zea mays]	Homolog PID: 2295264 unnamed protein product	Homolog PID: 6635840 1-acyl-sn-glycerol-3-phosphate a... [Pru	606012A06.x1
606013E02.x2				606013E02.x2
606013A11.x2				606013A11.x2
606014H06.x1				606014H06.x1
606015B02.x1	Homolog PID: 8778807 T4O12.12 [Arabidopsis thaliana]	Homolog PID: 8778808 T4O12.13 [Arabidopsis thaliana]	Homolog PID: 9757962 GDSL-motif lipase/hydrolase-like... [Arabidopsis thaliana]	606015B02.x1
606027F02.x1				606027F02.x1
606027C05.x1				606027C05.x1
606027A08.x1				606027A08.x1
606027F10.x1				606027F10.x1
606028E04.x1				606028E04.x1
606029E01.x1	Homolog PID: 10092310 unknown protein 19524-20560			606029E01.x1
606027H02.x1				606027H02.x1
606027E05.x1				606027E05.x1
606027C08.x1				606027C08.x1
606027H10.x1				606027H10.x1
606028E05.x1	Homolog PID: 3033388 hypothetical protein [Arabidopsis thaliana]	Homolog PID: 9755386 F17F8.27 [Arabidopsis thaliana]	Homolog PID: 4926833 T17H7.18 [Arabidopsis thaliana]	606028E05.x1
606029F02.x1	Homolog PID: 2673912 unknown protein [Arabidopsis thaliana]			606029F02.x1
606027B03.x1				606027B03.x1
606027G05.x1				606027G05.x1
606027F08.x1				606027F08.x1
606027E11.x1				606027E11.x1
606028D06.x1				606028D06.x1
606029A04.x1				606029A04.x1
606027D03.x1				606027D03.x1
